concept,text,pleasant,attention,sensitivity,aptitude,polarity
gain_interest,gain interest,0.896,0,0,0,0.299
gain_knowledge,gain knowledge,0.932,0.919,0,0.996,0.949
gain_land,gain land,-0.026,-0.101,0,0.078,0.051
gain_money,gain money,0.779,0.978,0,0.975,0.911
gain_new_knowledge,gain new knowledge,0.774,0.728,0,0.932,0.811
gain_power,gain power,0.852,0,0,0,0.284
gain_qualification,gain qualification,-0.146,-0.055,0,-0.113,-0.068
gain_respect,gain respect,0.914,0.836,0,0.799,0.85
gain_skill,gain skill,0.716,0.845,0,0.814,0.792
gain_speed,gain speed,-0.061,0.149,-0.116,0.223,0.065
gain_territory,gain territory,0,0,-0.117,-0.17,-0.096
gain_understand,gain understand,0.802,0.795,0,0.839,0.812
gain_wealth,gain wealth,0.839,0.861,0,0.738,0.813
gain_weight,gain weight,-0.889,0,0,0,-0.296
gainer,gainer,0.868,-0.89,0,0.803,0.854
gainful,gainful,0.998,-0.54,0,0.856,0.798
gainly,gainly,0.734,-0.531,0,0.914,0.726
gait,gait,-0.155,0,0.028,0,-0.061
gala,gala,0.138,-0.113,-0.066,0.068,0.084
galactosemia,galactosemia,-0.924,0,0.538,-0.99,-0.817
galaxy,galaxy,-0.027,-0.007,0,0.121,0.034
gale,gale,-0.984,0,0.96,-0.923,-0.956
galere,galere,-0.692,0,0.829,-0.695,-0.739
galilean,galilean,0.828,-0.64,0,0.619,0.696
gall,gall,0.034,0.126,0.758,-0.673,-0.424
gallant,gallant,-0.678,0,0.884,-0.901,-0.821
gallantry,gallantry,0.603,-0.987,0,0.648,0.746
gallery,gallery,0.07,0,0,0,0.023
gallery_open,gallery open,0,0.074,0,0.055,0.043
galling,galling,-0.141,0.098,0.662,-0.656,-0.454
gallivant,gallivant,0.779,-0.55,0,0.678,0.669
gallon,gallon,0.092,0.07,0.036,0.068,0.065
galosh,galosh,-0.881,0,0.75,-0.855,-0.829
galvanize,galvanize,-0.569,0,0.897,-0.651,-0.706
gamble,gamble,0,0,0.957,-0.725,-0.561
gamble_game,gamble game,0,0,-0.084,0.188,0.035
gamble_money,gamble money,0,0,0.725,-0.812,-0.512
gambler,gambler,-0.786,0,0.944,-0.511,-0.747
gamblin,gamblin,-0.039,-0.003,0,-0.05,-0.029
gambling,gambling,-0.1,-0.099,0.032,-0.075,-0.036
gambling_addiction,gambling addiction,-0.1,-0.099,0.032,-0.075,-0.036
gambol,gambol,0.525,-0.857,0,0.599,0.66
game,game,-0.975,0,0.677,-0.955,-0.869
game_action,game action,0.056,0,0,0.145,0.067
game_card,game card,0.028,-0.006,0,0.096,0.043
game_chance,game chance,0.035,-0.054,0,0.101,0.063
game_chess,game chess,0.048,0,0,0.092,0.047
game_part,game part,0,-0.003,0.041,0.217,0.06
game_piece,game piece,0,-0.057,0.013,0.127,0.057
game_room,game room,0,0,-0.05,-0.034,-0.028
game_show,game show,-0.051,0.29,-0.115,0.264,0.129
game_skill,game skill,0,-0.077,0,0.073,0.05
game_toy,game toy,0.071,-0.096,0.056,0,0.037
gamelan,gamelan,-0.507,0,0.902,-0.548,-0.652
games,games,0.738,0.961,0,0,0.566
gaminess,gaminess,-0.698,0,0.597,-0.569,-0.621
gamma_ray,gamma ray,0,0,-0.074,-0.169,-0.081
gammon,gammon,0.648,-0.539,0,0.94,0.709
gamut,gamut,0.624,-0.654,0,0.939,0.739
gang,gang,0.867,-0.846,0,0.876,0.863
gangster_moll,gangster moll,0.794,-0.508,0,0.531,0.611
gaol,gaol,0.977,-0.556,0,0.679,0.737
gap,gap,0.788,-0.605,0,0.884,0.759
gape,gape,-0.129,-0.015,-0.098,-0.111,-0.108
garage,garage,0,-0.075,0,0,0.025
garage_sale,garage sale,0,0.248,-0.073,0.121,0.099
garb,garb,-0.578,0,0.734,-0.74,-0.684
garbage,garbage,0,-0.045,0.015,-0.124,-0.031
garbage_bag,garbage bag,0,0,0,-0.758,-0.253
garbage_can,garbage can,0,-0.027,0.027,-0.12,-0.04
garbage_carter,garbage carter,0.665,-0.649,0,0.871,0.728
garbage_collector,garbage collector,0.665,-0.649,0,0.871,0.728
garbage_dump,garbage dump,0,-0.02,0,-0.096,-0.025
garbage_hauler,garbage hauler,0.665,-0.649,0,0.871,0.728
garbage_heap,garbage heap,-0.707,0,0.611,-0.695,-0.671
garbage_man,garbage man,0.665,-0.649,0,0.871,0.728
garbage_waste,garbage waste,0,-0.019,0.017,-0.149,-0.049
garbageman,garbageman,0.665,-0.649,0,0.871,0.728
garbled,garbled,-0.84,0,0.522,-0.989,-0.784
garboil,garboil,-0.524,0,0.677,-0.874,-0.692
garden,garden,0,0.085,0,0.146,0.077
garden_implement,garden implement,0,0.108,0.01,0.121,0.073
garden_plant,garden plant,-0.037,0.097,-0.046,0.091,0.035
garden_salad,garden salad,0.041,-0.045,0,0,0.029
garden_shed,garden shed,-0.037,0,0,-0.032,-0.023
garden_tool,garden tool,-0.035,0,0.085,0,-0.04
garden_yard,garden yard,-0.123,0.066,-0.086,-0.069,-0.071
gardener,gardener,0,0.076,0,0,0.025
garishness,garishness,-0.874,0,0.584,-0.711,-0.723
garlic,garlic,0.077,0,0,0,0.026
garment,garment,0,-0.056,0.092,-0.059,-0.032
garment_bag,garment bag,0,0.144,-0.091,0.196,0.083
garrulity,garrulity,0.664,-0.941,0,0.613,0.739
garrulous,garrulous,0.949,-0.694,0,0.992,0.878
garrulousness,garrulousness,0.664,-0.941,0,0.613,0.739
gas,gas,0.041,0,-0.113,0,-0.024
gas_electric,gas electric,0,0.082,-0.077,0.151,0.052
gas_guzzler,gas guzzler,-0.512,0,0.552,-0.659,-0.574
gas_oil,gas oil,0,0.073,-0.106,0.106,0.024
gas_station,gas station,0.065,-0.021,0.009,0,0.026
gas_stove,gas stove,0.088,0.076,0.016,0.094,0.081
gas_turbine,gas turbine,-0.976,0,0.658,-0.606,-0.747
gaseous,gaseous,0,0.073,-0.052,0.093,0.038
gash,gash,-0.126,-0.022,0,-0.15,-0.085
gasoline,gasoline,0.043,0.112,0,0,0.052
gasp,gasp,0.031,0,0.034,0.09,0.029
gastrin,gastrin,0.685,-0.898,0,0.765,0.783
gastritis,gastritis,-0.959,0,0.729,-0.989,-0.892
gastroenteritis,gastroenteritis,-0.756,0,0.84,-0.633,-0.743
gastrointestinal_disorder,gastrointestinal disorder,-0.773,0,0.723,-0.853,-0.783
gastrointestinal_hormone,gastrointestinal hormone,0.685,-0.898,0,0.765,0.783
gastronome,gastronome,0.897,-0.961,0,0.785,0.881
gastronomy,gastronomy,0.528,-0.606,0,0.724,0.619
gastroreflux,gastroreflux,-0.538,0,0.955,-0.519,-0.671
gastroscope,gastroscope,0.255,0.182,-0.06,0.314,0.23
gastrreflux,gastrreflux,-0.538,0,0.955,-0.519,-0.671
gate,gate,0,0,0,0.076,0.025
gate_leg_table,gate leg table,0.054,-0.077,0.025,0,0.035
gather,gather,0.042,0.114,-0.11,0.163,0.07
gather_berry,gather berry,-0.092,0.072,-0.088,0,-0.036
gather_crop,gather crop,0,0.097,0,0.095,0.064
gather_data,gather data,0,0.764,0,0,0.255
gather_energy_tomorrow,gather energy tomorrow,0,0.08,0,0.179,0.086
gather_evidence,gather evidence,-0.069,0,0,0,-0.023
gather_fact,gather fact,-0.101,0.184,-0.047,0.06,0.032
gather_flower,gather flower,-0.114,0,0,-0.093,-0.069
gather_friend,gather friend,0.171,-0.118,0.018,-0.113,0.053
gather_information,gather information,0.83,0.907,0,0.559,0.765
gather_intelligence,gather intelligence,0.487,0.675,-0.267,0.266,0.387
gather_kindle,gather kindle,0.215,0.194,-0.204,0.279,0.161
gather_person,gather person,0.097,-0.004,0.022,0.071,0.05
gather_place,gather place,0.025,0.145,0.023,0.151,0.099
gather_team,gather team,-0.045,-0.067,0.104,0,-0.027
gather_together,gather together,0.72,0,0,0.982,0.567
gather_wood,gather wood,0.025,0,-0.054,-0.056,-0.028
gathering,gathering,0.161,-0.057,0,0.064,0.094
gator,gator,-0.853,0,0.685,-0.838,-0.792
gaucheness,gaucheness,0.606,-0.978,0,0.742,0.775
gauffer,gauffer,0.522,-0.824,0,0.568,0.638
gauge,gauge,0,0.082,0.123,0.173,0.044
gauntlet,gauntlet,0,-0.048,0.136,0,-0.029
gauze,gauze,0,0,0,-0.17,-0.057
gavel,gavel,0,0.096,0,0.064,0.053
gawker,gawker,0.713,-0.848,0,0.694,0.752
gay,gay,0.735,0.597,-0.243,0.356,0.482
gay_man,gay man,0.082,0.221,-0.35,0.245,0.066
gay_person,gay person,0,-0.095,0.088,-0.091,-0.028
gayly,gayly,0.653,0.635,-0.244,0.294,0.446
gayness,gayness,0.807,-0.88,0,0.718,0.802
gear,gear,-0.034,-0.068,0.052,0.087,0.023
gear_shift,gear shift,-0.076,0,-0.061,0,-0.046
gee,gee,-0.786,0,0.701,-0.782,-0.756
geek,geek,-0.914,0,-0.728,-0.99,-0.877
geezerhood,geezerhood,-0.796,0,0.802,-0.549,-0.716
gel,gel,-0.04,0.069,0,0.075,0.035
gel_toothpaste,gel toothpaste,0,-0.073,0.024,-0.172,-0.041
gelatin_dessert,gelatin dessert,0.708,-0.934,0,0.764,0.802
gelded,gelded,0.945,-0.861,0,0.802,0.869
gelidity,gelidity,-0.846,0,0.655,-0.806,-0.769
gem,gem,0.681,-0.572,0,0.632,0.628
gem_stone,gem stone,0,-0.009,0.06,0.133,0.027
gemstone,gemstone,0.037,0.073,0.027,0.072,0.052
gender,gender,0.038,0.138,-0.114,0.067,0.043
general,general,0,0.08,0,0,0.027
general_anaesthesia,general anaesthesia,-0.668,0,0.876,-0.978,-0.841
general_anesthesia,general anesthesia,-0.668,0,0.876,-0.978,-0.841
general_knowledge,general knowledge,0.745,-0.771,0,0.655,0.724
general_ledger,general ledger,0,0.119,0,0,0.04
general_name,general name,0.052,0.129,0,0.16,0.114
general_practitioner,general practitioner,0.738,-0.537,0,0.856,0.71
general_relativity,general relativity,-0.69,0,0.83,-0.997,-0.839
general_relativity_theory,general relativity theory,-0.69,0,0.83,-0.997,-0.839
general_store,general store,0.027,0.083,0.019,0,0.03
general_term,general term,0.052,0.129,0,0.16,0.114
general_theory_of_relativity,general theory of relativity,-0.69,0,0.83,-0.997,-0.839
general_time,general time,-0.027,0.163,-0.1,0.138,0.058
generalized_epilepsy,generalized epilepsy,-0.528,0,0.785,-0.617,-0.643
generate_energy,generate energy,0,0,0.026,0.101,0.025
generate_heat,generate heat,-0.066,0,-0.113,0,-0.06
generic,generic,0.044,0.115,0.023,0.138,0.091
generic_name,generic name,0.05,0,0,0.115,0.055
generic_term,generic term,0.052,0.129,0,0.16,0.114
generosity,generosity,0.976,0,0,0.741,0.572
generous,generous,0.92,0,0,0.752,0.557
genesis,genesis,0,0.106,-0.052,0.163,0.072
genetic_abnormality,genetic abnormality,-0.717,0,0.683,-0.79,-0.73
genetic_code,genetic code,0.888,-0.815,0,0.617,0.773
genetic_defect,genetic defect,-0.77,0,0.666,-0.78,-0.739
genetic_disease,genetic disease,-0.507,0,0.794,-0.929,-0.743
genetic_disorder,genetic disorder,-0.988,0,0.182,-0.917,-0.696
geniality,geniality,0.913,-0.753,0,0.699,0.788
genital_herpes,genital herpes,-0.818,0,0.834,-0.563,-0.738
genitive,genitive,-0.827,0,0.81,-0.617,-0.751
genitive_case,genitive case,-0.827,0,0.81,-0.617,-0.751
genius,genius,0.703,-0.593,0,0.739,0.678
genius_loci,genius loci,0.673,-0.64,0,0.669,0.661
genocide,genocide,-0.117,0.16,-0.211,0,-0.056
genome,genome,0.888,-0.815,0,0.617,0.773
genotype,genotype,-0.96,0,0.556,-0.872,-0.796
genre,genre,0,0.951,0,0,0.317
genre_music,genre music,0.946,0.816,0,0.984,0.915
genteelness,genteelness,0.639,-0.701,0,0.507,0.616
gentile,gentile,-0.888,0,0.929,-0.843,-0.887
gentle,gentle,0,0,0,0.961,0.32
gentleman,gentleman,0.093,0.106,-0.091,0,0.036
gentlemanlike,gentlemanlike,0.614,-0.959,0,0.537,0.703
gentlemanly,gentlemanly,0.614,-0.959,0,0.537,0.703
gentleness,gentleness,0,0,0,0.98,0.327
gentlewoman,gentlewoman,0.964,-0.811,0,0.926,0.9
genuflection,genuflection,0.575,-0.728,0,0.757,0.687
genuflexion,genuflexion,0.575,-0.728,0,0.757,0.687
genuine,genuine,0.729,0.872,0,0.877,0.826
genus,genus,0.029,-0.005,-0.11,0,-0.025
geocentric_parallax,geocentric parallax,-0.786,0,0.812,-0.5,-0.699
geographic,geographic,0,0.08,0.032,0.096,0.048
geographic_feature,geographic feature,0,0.146,0.02,0.091,0.072
geographical_feature,geographical feature,0,0.08,0.032,0.096,0.048
geology,geology,0,0.08,0.032,0.096,0.048
geomancer,geomancer,0.703,-0.612,0,0.637,0.651
geometric,geometric,0.031,0,0.102,0.159,0.029
geometric_figure,geometric figure,0.023,0,0.116,0.163,0.023
geometric_object,geometric object,0,0,0.098,0.169,0.024
geometric_shape,geometric shape,0.03,-0.015,0.106,0.147,0.029
geometrical,geometrical,0,0.078,0.12,0.21,0.056
geometrical_figure,geometrical figure,-0.035,0,0.085,0,-0.04
geometrical_irregularity,geometrical irregularity,-0.596,0,0.672,-0.831,-0.7
geometrical_shape,geometrical shape,0.026,-0.019,0.11,0.144,0.026
geometry,geometry,-0.04,0.138,-0.085,0.111,0.041
geometry_shape,geometry shape,0.025,-0.013,0.114,0.145,0.023
germ,germ,-0.112,0,-0.126,-0.152,-0.13
german_car,german car,0,0.751,0,0,0.25
germander,germander,-0.565,0,0.91,-0.809,-0.761
germplasm,germplasm,0,0.095,0.016,0.106,0.062
gerrymander,gerrymander,0.842,-0.986,0,0.756,0.861
gestate,gestate,0.513,-0.768,0,0.668,0.65
gestation,gestation,-0.981,0,0.862,-0.692,-0.845
gesture,gesture,0.026,0.14,-0.136,0.31,0.113
get,get,0.92,-0.883,0,0.695,0.833
get_accident,get accident,-0.133,-0.032,-0.058,-0.085,-0.081
get_across,get across,0.743,-0.517,0,0.551,0.604
get_ahead,get ahead,0.572,-0.603,0,0.892,0.689
get_along,get along,0.186,0.139,-0.095,0.167,0.132
get_angry,get angry,-0.969,0,0.525,-0.959,-0.818
get_answer,get answer,0,0.27,0.014,0.133,0.13
get_around,get around,0,-0.011,0.027,0.093,0.026
get_around_town,get around town,0.08,-0.063,0.068,0,0.025
get_arrested,get arrested,-0.929,0,-0.827,-0.73,-0.829
get_at,get at,-0.141,0.098,0.662,-0.656,-0.454
get_attention,get attention,0.12,-0.157,0.032,0.075,0.107
get_awake,get awake,0,0.08,0,0.179,0.086
get_away,get away,0.901,0,0,0.916,0.606
get_away_crime,get away crime,0,0,0,-0.875,-0.292
get_back,get back,-0.117,0.154,-0.123,0.253,0.056
get_beaten,get beaten,-0.914,0,-0.728,-0.99,-0.877
get_better,get better,0.803,0.821,0,0.723,0.782
get_better_job,get better job,0.856,0,0,0.963,0.606
get_big,get big,0,0.153,-0.074,0.203,0.094
get_boat,get boat,0,-0.029,0.06,-0.042,-0.024
get_bomb,get bomb,-0.968,0,0.394,-0.908,-0.757
get_bored,get bored,0,0,0,-0.718,-0.239
get_burnt,get burnt,0,0,-0.075,-0.076,-0.05
get_bus,get bus,0,0,0,0.087,0.029
get_by,get by,-0.795,0,0.974,-0.839,-0.869
get_changed,get changed,-0.074,-0.024,0.082,-0.048,-0.06
get_clean,get clean,0,0.716,0,0.741,0.486
get_close,get close,0.31,0,-0.056,0,0.085
get_coffee,get coffee,0.974,0.789,0,0.828,0.864
get_cold,get cold,0,0,0,-0.755,-0.252
get_contract,get contract,0.878,0.777,0,0.85,0.835
get_cured,get cured,0,0.09,-0.143,0.121,0.023
get_dark,get dark,-0.083,0,-0.045,0,-0.043
get_date,get date,0.182,0,-0.047,0,0.045
get_degree,get degree,0.974,0.789,0,0.828,0.864
get_diploma,get diploma,0.856,0,0,0.963,0.606
get_dirty,get dirty,-0.066,0,0,-0.052,-0.039
get_divorce,get divorce,-0.814,-0.742,0.946,-0.807,-0.608
get_dizzy,get dizzy,-0.053,-0.12,0.081,-0.14,-0.051
get_done,get done,0.974,0.789,0,0.828,0.864
get_down,get down,-0.81,0.239,-0.443,-0.064,-0.359
get_drink,get drink,-0.87,-0.66,0.98,-0.76,-0.65
get_drunk,get drunk,0,0,0,-0.912,-0.304
get_education,get education,0.987,0.882,0,0.905,0.925
get_energy,get energy,0.281,-0.097,0.087,-0.149,0.047
get_entertain,get entertain,0.84,0.803,0,0.81,0.818
get_erection,get erection,-0.35,0,-0.23,-0.112,-0.231
get_excited,get excited,0.997,0.929,0,0.941,0.956
get_exercise,get exercise,-0.857,0,-0.719,-0.865,-0.814
get_exhausted,get exhausted,-0.068,-0.108,0.056,-0.132,-0.049
get_famous,get famous,0.205,-0.02,0.075,-0.069,0.027
get_fast,get fast,0,-0.004,0,0.073,0.026
get_fat,get fat,0.06,-0.145,0.036,-0.27,-0.034
get_fight,get fight,0,-0.939,0.847,0,0.031
get_fired,get fired,-0.464,0,-0.327,-0.17,-0.32
get_fit,get fit,0.02,-0.003,0,0.057,0.027
get_floor_another,get floor another,0,0,0,0.082,0.027
get_food,get food,0.183,0.205,-0.241,0.367,0.171
get_fresh_air,get fresh air,0.953,0.989,0,0.955,0.966
get_front,get front,-0.118,-0.07,0.1,-0.277,-0.142
get_front_line,get front line,0.183,0.205,-0.241,0.367,0.171
get_full,get full,-0.029,-0.041,0,-0.129,-0.039
get_gift,get gift,0.183,0.205,-0.241,0.367,0.171
get_good_job,get good job,0.183,0.205,-0.241,0.367,0.171
get_goods,get goods,-0.058,0.106,0,0.06,0.036
get_grade,get grade,0.183,0.205,-0.241,0.367,0.171
get_grocery,get grocery,0.183,0.205,-0.241,0.367,0.171
get_hair_colored,get hair colored,-0.023,-0.026,0.021,-0.073,-0.03
get_hair_cut,get hair cut,-0.084,0,0,0,-0.028
get_hair_style,get hair style,-0.023,-0.026,0.021,-0.073,-0.03
get_haircut,get haircut,-0.023,-0.026,0.021,-0.073,-0.03
get_hammered,get hammered,0.161,-0.13,0.083,-0.133,0.025
get_happy,get happy,0.208,-0.167,0.026,-0.137,0.071
get_healthy,get healthy,0.053,0,-0.057,0.085,0.027
get_heard,get heard,0.383,0.246,-0.108,0.256,0.259
get_help,get help,0.912,0,0,0.966,0.626
get_high_education,get high education,0.383,0.246,-0.108,0.256,0.259
get_hired,get hired,0.982,0.831,0,0.837,0.883
get_hit,get hit,0.046,0.117,0.772,-0.676,-0.428
get_hit_by_car,get hit by car,-0.177,-0.017,-0.077,-0.046,-0.094
get_hot,get hot,-0.088,-0.046,0.023,-0.076,-0.047
get_hurt,get hurt,-0.79,0,0,0,-0.263
get_hurt_badly,get hurt badly,0,0,0.869,-0.755,-0.541
get_in,get in,-0.117,0.13,-0.167,0.248,0.031
get_information,get information,0.558,0.68,0,0.53,0.589
get_informed,get informed,0.97,0,0.773,0.878,0.358
get_injured,get injured,-0.791,0,-0.806,0.718,-0.293
get_into,get into,-0.935,0,0.77,-0.666,-0.79
get_involved_in_accident,get involved in accident,0,-0.004,-0.081,-0.085,-0.054
get_it_on,get it on,0.518,-0.924,0,0.788,0.743
get_job,get job,0.982,0.831,0,0.837,0.883
get_job_done,get job done,-0.033,0.108,0,0,0.025
get_killed,get killed,-0.184,-0.043,-0.191,-0.226,-0.186
get_know,get know,0,0.827,0,0.84,0.556
get_know_better,get know better,-0.026,-0.025,-0.081,-0.046,-0.043
get_knowledge,get knowledge,0.715,0.717,0,0.813,0.748
get_laid,get laid,0.205,-0.041,0.014,-0.12,0.037
get_large,get large,0,0.148,-0.115,0.296,0.11
get_latest_hairstyle,get latest hairstyle,0.028,-0.015,0,0.087,0.043
get_laugh,get laugh,-0.167,-0.129,-0.069,-0.313,-0.14
get_line,get line,0,0,0,-0.1,-0.033
get_lose,get lose,-0.088,-0.106,0.047,-0.137,-0.055
get_lost,get lost,-0.027,0.13,-0.057,0.134,0.06
get_lung_cancer,get lung cancer,-0.118,-0.033,-0.156,-0.231,-0.157
get_manicure,get manicure,-0.058,0,0.028,0,-0.029
get_married,get married,0.997,0.838,0,0.911,0.915
get_meal,get meal,0.196,0.077,0,0.064,0.112
get_money,get money,0,0.117,-0.048,0.089,0.053
get_mug,get mug,0,-0.09,0.086,-0.08,-0.025
get_naked,get naked,-0.158,0.074,-0.176,-0.104,-0.121
get_need,get need,-0.03,-0.046,0.07,-0.115,-0.056
get_nervous,get nervous,0,0,0.95,0,-0.317
get_new_hairstyle,get new hairstyle,0.065,0,0.01,0.049,0.035
get_news,get news,0,0.956,0,0,0.319
get_off,get off,0.861,-0.529,0,0.598,0.663
get_old,get old,-0.784,0,0,-0.935,-0.573
get_on,get on,0.686,-0.776,0,0.797,0.753
get_out,get out,-0.904,0,0.943,-0.985,-0.944
get_out_bed,get out bed,-0.137,-0.007,0,-0.09,-0.073
get_out_breath,get out breath,-0.053,-0.081,0.03,-0.107,-0.036
get_out_of_the_house,get out of the house,0.097,-0.097,0.1,-0.162,-0.023
get_over_illness,get over illness,0.849,0,0,0,0.283
get_oxygen,get oxygen,0.1,0.095,-0.127,0.066,0.045
get_paid,get paid,0,0.117,-0.048,0.089,0.053
get_paycheck,get paycheck,0.1,0.095,-0.127,0.066,0.045
get_perm,get perm,0,-0.035,0.059,-0.066,-0.03
get_physical_activity,get physical activity,0.741,0.898,0,0.734,0.791
get_physically_fit,get physically fit,0.099,-0.015,0.088,0.064,0.03
get_place,get place,0.047,-0.012,0.033,0.071,0.032
get_place_place,get place place,0,-0.011,0.046,-0.055,-0.03
get_plane,get plane,-0.081,-0.026,0,-0.092,-0.049
get_present,get present,0.727,0.797,0,0.869,0.798
get_published,get published,0.504,-0.826,0,0.503,0.611
get_qualification,get qualification,-0.071,-0.012,0,-0.035,-0.031
get_reaction,get reaction,0,0,0.828,0,-0.276
get_ready,get ready,-0.031,0.079,0,0.207,0.085
get_ready_to_fight,get ready to fight,-0.071,0,-0.051,-0.176,-0.099
get_reply,get reply,-0.293,0,-0.229,0.108,-0.138
get_response,get response,-0.293,0,-0.229,0.108,-0.138
get_rest,get rest,0.847,0.871,0,0.903,0.874
get_result,get result,0.847,0.871,0,0.903,0.874
get_revenge,get revenge,-0.72,0.748,0,-0.749,-0.24
get_rich,get rich,-0.117,0.162,-0.137,0,-0.031
get_rid,get rid,-0.486,0.402,-0.214,-0.161,-0.153
get_rid_of_dirt,get rid of dirt,0.036,0,0,0.119,0.052
get_rid_of_enemy,get rid of enemy,0.835,0,0,0,0.278
get_salary,get salary,0.867,0,0,0,0.289
get_school,get school,0.08,-0.063,0.068,0,0.025
get_sex,get sex,0.681,-0.572,0,0.632,0.628
get_shape,get shape,0.02,-0.003,0,0.057,0.027
get_sick,get sick,-0.108,0,-0.097,-0.17,-0.125
get_skin_cancer,get skin cancer,0,0,-0.084,-0.12,-0.068
get_sleep,get sleep,0.106,-0.04,0,-0.076,0.023
get_sleepy,get sleepy,0,-0.101,0.07,-0.28,-0.083
get_small,get small,-0.056,0.277,-0.063,0.239,0.132
get_smart,get smart,0.985,0,0,0.931,0.639
get_smash,get smash,-0.996,0,0.428,-0.955,-0.793
get_social_contact,get social contact,0.985,0,0,0.931,0.639
get_something,get something,-0.043,-0.043,0,0.079,0.026
get_something_from_person,get something from person,0.253,0.332,-0.297,0.3,0.196
get_somewhere,get somewhere,0.047,-0.012,0.033,0.071,0.032
get_somewhere_fast,get somewhere fast,-0.033,0,0,0.159,0.042
get_sore_foot,get sore foot,-0.096,-0.159,0.024,-0.218,-0.06
get_stick_traffic,get stick traffic,-0.923,0,0.767,-0.962,-0.884
get_stolen,get stolen,-0.912,0,0.618,-0.932,-0.821
get_strong,get strong,0,0,0,0.968,0.323
get_stuff,get stuff,-0.048,0.18,-0.094,0.247,0.095
get_stung,get stung,-0.853,0,0.616,-0.574,-0.681
get_sum,get sum,-0.127,0.26,0,0.094,0.076
get_sweaty,get sweaty,-0.043,-0.038,0.049,-0.076,-0.043
get_tanned,get tanned,0.681,-0.572,0,0.632,0.628
get_the_best,get the best,-0.627,0,0.962,-0.535,-0.708
get_the_better_of,get the better of,0.639,0.547,0,0.692,0.626
get_the_goods,get the goods,-0.611,0,0.949,-0.598,-0.719
get_the_picture,get the picture,0.901,-0.53,0,0.732,0.721
get_ticket,get ticket,0.776,0.93,0,0,0.569
get_tired,get tired,-0.061,-0.093,0.051,-0.165,-0.061
get_tired_leg,get tired leg,-0.068,-0.096,0.065,-0.15,-0.062
get_to,get to,0.094,-0.036,0.028,0,0.034
get_to_another_place,get to another place,-0.102,-0.072,0.032,-0.153,-0.072
